id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6304002,Brooklyn,Bedford-Stuyvesant,40.68624,-73.94914,Private room,112.0,10.0,37.0,2025-05-01,0.3,19.0,270.0,2.0,OSE-STRREG-0001404
1166090512207969562,Brooklyn,Bedford-Stuyvesant,40.6806919,-73.9416894,Private room,155.0,3.0,31.0,2025-09-27,2.09,2.0,165.0,23.0,OSE-STRREG-0002153
1279572603956432088,Manhattan,East Village,40.724568,-73.984432,Entire home/apt,442.0,31.0,0.0,,0.0,1148.0,357.0,0.0,
1485699844448081807,Brooklyn,Greenpoint,40.73161,-73.95732,Private room,147.0,30.0,0.0,,0.0,1.0,88.0,0.0,
1273901684572144919,Manhattan,Midtown,40.7647977,-73.9827291,Entire home/apt,323.0,31.0,0.0,,0.0,1148.0,215.0,0.0,
747024222007908598,Manhattan,Financial District,40.70664,-74.00437,Entire home/apt,198.0,30.0,0.0,,0.0,1.0,365.0,0.0,
34289855,Manhattan,Midtown,40.74375447476719,-73.98513295235767,Entire home/apt,995.0,30.0,4.0,2023-01-02,0.1,1.0,139.0,0.0,
648592683552031495,Queens,East Elmhurst,40.76763,-73.87584,Entire home/apt,117.0,30.0,197.0,2025-09-28,4.93,1.0,215.0,4.0,
4537500,Queens,Astoria,40.76421,-73.92846,Private room,45.0,31.0,2.0,2017-09-29,0.02,16.0,365.0,0.0,
26874326,Staten Island,New Brighton,40.63601,-74.09102,Private room,42.0,30.0,22.0,2025-06-30,0.46,3.0,146.0,1.0,
902927650985371940,Brooklyn,Bedford-Stuyvesant,40.68883594909587,-73.94037880868476,Entire home/apt,220.0,30.0,0.0,,0.0,1.0,362.0,0.0,
1420933494447653081,Manhattan,Midtown,40.7636605,-73.9810351,Entire home/apt,341.0,31.0,0.0,,0.0,1148.0,333.0,0.0,
803150657798963011,Brooklyn,East Flatbush,40.6504354,-73.934857,Private room,79.0,30.0,1.0,2023-02-08,0.03,1.0,364.0,0.0,
16229170,Manhattan,Lower East Side,40.71415,-73.98999,Entire home/apt,166.0,30.0,150.0,2025-07-27,1.45,1.0,365.0,3.0,
908098813888769009,Brooklyn,Fort Greene,40.68412107279322,-73.97193275880761,Entire home/apt,198.0,30.0,0.0,,0.0,1.0,140.0,0.0,
657371072209259860,Manhattan,Financial District,40.70794,-74.00671,Entire home/apt,200.0,30.0,2.0,2024-08-11,0.06,2.0,76.0,0.0,
1355118252249386243,Manhattan,East Harlem,40.796833654467164,-73.94783556441804,Entire home/apt,314.0,30.0,0.0,,0.0,8.0,364.0,0.0,
808627685964930371,Manhattan,Midtown,40.7526556,-73.9724804,Entire home/apt,311.0,30.0,0.0,,0.0,40.0,285.0,0.0,
599256513633250977,Queens,Astoria,40.76664,-73.91744,Entire home/apt,105.0,30.0,10.0,2025-04-15,0.24,1.0,363.0,1.0,
1072469407115663434,Brooklyn,Bushwick,40.68963,-73.91206,Private room,369.0,1.0,46.0,2025-09-01,2.66,2.0,134.0,27.0,OSE-STRREG-0001922
577857477164670474,Queens,Ozone Park,40.68397,-73.83886,Entire home/apt,133.0,30.0,0.0,,0.0,7.0,365.0,0.0,
842876131443629692,Brooklyn,Fort Greene,40.6853877,-73.9705027,Private room,128.0,3.0,78.0,2025-09-27,2.64,1.0,98.0,34.0,OSE-STRREG-0001653
20356917,Manhattan,Harlem,40.80206,-73.95442,Private room,69.0,30.0,259.0,2025-07-02,2.62,1.0,359.0,3.0,
14316284,Manhattan,Greenwich Village,40.72939,-74.00203,Entire home/apt,183.0,30.0,76.0,2025-01-13,0.69,4.0,296.0,3.0,
723878111397724292,Manhattan,Chelsea,40.73973,-73.9995,Entire home/apt,150.0,30.0,6.0,2025-05-30,0.2,61.0,320.0,4.0,
1177461605461458079,Brooklyn,Fort Hamilton,40.61881,-74.03238,Entire home/apt,167.0,1.0,63.0,2025-09-14,4.09,62.0,356.0,44.0,Exempt
904418500045894711,Manhattan,Harlem,40.80053,-73.95452,Entire home/apt,125.0,30.0,0.0,,0.0,1.0,87.0,0.0,
12686241,Brooklyn,Bedford-Stuyvesant,40.69462,-73.94693,Private room,150.0,30.0,65.0,2023-10-26,0.57,2.0,90.0,0.0,
1210985381930563242,Queens,Astoria,40.756225177819374,-73.91414533871615,Private room,88.0,30.0,0.0,,0.0,1.0,358.0,0.0,
1139832006209579248,Staten Island,Midland Beach,40.5732283,-74.0962256,Private room,26.0,30.0,0.0,,0.0,1.0,254.0,0.0,
984673166695575558,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,47.0,30.0,0.0,,0.0,20.0,269.0,0.0,
780006096308383874,Queens,Ozone Park,40.68632,-73.84763,Entire home/apt,76.0,30.0,49.0,2023-09-19,1.44,2.0,335.0,0.0,
1448503000945996065,Brooklyn,Bedford-Stuyvesant,40.682570206285384,-73.94490938196654,Private room,167.0,30.0,0.0,,0.0,1.0,365.0,0.0,
1368589907802826859,Manhattan,Upper East Side,40.77058,-73.95509,Entire home/apt,206.0,90.0,0.0,,0.0,3.0,305.0,0.0,
856843124617214103,Brooklyn,Bushwick,40.68192,-73.90681,Private room,43.0,30.0,1.0,2024-07-01,0.07,567.0,364.0,0.0,
810830041327117144,Brooklyn,Prospect Heights,40.67493,-73.96466,Private room,740.0,30.0,2.0,2023-05-22,0.07,1.0,362.0,0.0,
1074617829677960916,Brooklyn,Flatbush,40.63828213787759,-73.9515723516384,Entire home/apt,243.0,30.0,0.0,,0.0,5.0,269.0,0.0,
913100388817665332,Manhattan,East Village,40.726306006069265,-73.98751352032865,Entire home/apt,599.0,30.0,16.0,2023-12-05,0.57,1.0,365.0,0.0,
881805988134105830,Brooklyn,Williamsburg,40.718467816738304,-73.96350025635218,Private room,223.0,30.0,27.0,2025-07-19,0.94,1.0,120.0,5.0,
5397568,Manhattan,Harlem,40.82298,-73.9482,Entire home/apt,250.0,31.0,158.0,2020-03-17,1.27,2.0,90.0,0.0,
409262,Brooklyn,Boerum Hill,40.68561,-73.98919,Entire home/apt,300.0,30.0,33.0,2023-01-01,0.2,3.0,352.0,0.0,
46788841,Manhattan,Murray Hill,40.75043,-73.97538,Entire home/apt,194.0,30.0,0.0,,0.0,83.0,365.0,0.0,
1093637322687475492,Manhattan,Hell's Kitchen,40.75596515776486,-73.99705754040978,Entire home/apt,196.0,30.0,0.0,,0.0,4.0,226.0,0.0,
578769192318564193,Manhattan,Kips Bay,40.74013,-73.98152,Entire home/apt,307.0,31.0,0.0,,0.0,1148.0,285.0,0.0,
1408376543963376938,Brooklyn,Sunset Park,40.63895,-74.01617,Private room,80.0,30.0,0.0,,0.0,9.0,207.0,0.0,
15675520,Manhattan,Greenwich Village,40.73139,-73.99515,Entire home/apt,498.0,30.0,12.0,2024-04-15,0.11,3.0,335.0,0.0,
32669154,Brooklyn,Bedford-Stuyvesant,40.69256,-73.94876,Entire home/apt,176.0,30.0,75.0,2024-10-31,0.95,1.0,263.0,1.0,
696558738505882577,Brooklyn,Brighton Beach,40.58252,-73.95973,Private room,79.0,1.0,183.0,2025-09-30,4.95,2.0,325.0,100.0,OSE-STRREG-0001358
54173093,Brooklyn,Flatbush,40.65391,-73.96002,Entire home/apt,136.0,30.0,15.0,2025-09-16,0.36,1.0,51.0,1.0,
1177345913286082983,Brooklyn,Fort Hamilton,40.61881,-74.0323824,Entire home/apt,159.0,1.0,55.0,2025-09-28,3.6,62.0,354.0,46.0,Exempt
905031073149861760,Brooklyn,Canarsie,40.6334582,-73.8994721,Private room,219.0,30.0,12.0,2023-11-25,0.43,3.0,364.0,0.0,
1431381033481170872,Brooklyn,Bushwick,40.68786335788345,-73.90933616174203,Private room,57.0,30.0,0.0,,0.0,41.0,342.0,0.0,
1369595286467474557,Manhattan,Upper East Side,40.77731470000001,-73.96312150000001,Entire home/apt,2423.0,31.0,0.0,,0.0,1148.0,244.0,0.0,
761440964551045378,Manhattan,Hell's Kitchen,40.76393377510831,-73.9893988519907,Entire home/apt,140.0,30.0,2.0,2025-04-04,0.17,1.0,158.0,2.0,
