id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1382916802747335587,Other Cities,Burbank,34.1792223,-118.3226328,Private room,111.0,1.0,4.0,2025-07-13,0.88,1.0,90.0,4.0,
1458979883379817606,Other Cities,Lancaster,34.688549462836065,-118.20796738432288,Entire home/apt,87.0,1.0,0.0,,0.0,1.0,363.0,0.0,
1418254838808873517,Unincorporated Areas,Rowland Heights,33.9855624,-117.8932945,Private room,38.0,1.0,8.0,2025-08-13,3.58,4.0,341.0,8.0,
963063952498760838,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.0612829,-118.7430085,Entire home/apt,555.0,3.0,42.0,2025-08-09,1.74,1.0,344.0,12.0,
758844857284759393,Other Cities,Vernon,34.01342,-118.23627,Entire home/apt,164.0,1.0,96.0,2025-08-17,2.87,7.0,240.0,32.0,
1336311590993885769,City of Los Angeles,Studio City,34.13532,-118.39709,Entire home/apt,1940.0,7.0,5.0,2025-06-01,0.82,114.0,359.0,5.0,HSR24-003719
1304018504121844242,Unincorporated Areas,Rowland Heights,33.97435,-117.86806,Private room,68.0,1.0,66.0,2025-08-29,7.33,4.0,363.0,66.0,
860985128377181911,City of Los Angeles,Van Nuys,34.17890963815809,-118.44182987661112,Entire home/apt,450.0,2.0,26.0,2024-08-05,0.9,5.0,326.0,0.0,HSR24-000303
1372100767924085854,City of Los Angeles,Harbor Gateway,33.8270892,-118.3068791,Entire home/apt,90.0,30.0,1.0,2025-04-22,0.22,4.0,354.0,1.0,
1446715569013434056,Other Cities,El Monte,34.07458,-118.03012,Private room,48.0,1.0,1.0,2025-08-13,1.0,4.0,269.0,1.0,
1121810069417203535,Other Cities,Santa Monica,34.016941107678484,-118.49233203671811,Entire home/apt,181.0,10.0,35.0,2025-08-17,2.02,30.0,348.0,22.0,Exempt
920600890577778586,City of Los Angeles,Silver Lake,34.08638,-118.27585,Entire home/apt,110.0,30.0,6.0,2025-08-01,0.33,1.0,238.0,2.0,
33289439,Other Cities,Alhambra,34.08994,-118.13858,Entire home/apt,113.0,2.0,114.0,2025-08-22,1.47,1.0,197.0,16.0,
668256757631522448,City of Los Angeles,Silver Lake,34.09593,-118.25913,Entire home/apt,300.0,30.0,0.0,,0.0,1.0,358.0,0.0,
1179108175422151870,City of Los Angeles,West Hills,34.23111,-118.60895,Private room,71.0,30.0,0.0,,0.0,4.0,365.0,0.0,
604635411878842192,City of Los Angeles,Venice,33.99548,-118.45023,Entire home/apt,117.0,30.0,11.0,2024-08-05,0.3,5.0,61.0,0.0,
817115432596239580,City of Los Angeles,Venice,33.99636,-118.47648,Entire home/apt,220.0,30.0,3.0,2025-08-08,0.21,1.0,327.0,2.0,
51000735,Other Cities,Rancho Palos Verdes,33.77583,-118.3717,Private room,65.0,30.0,0.0,,0.0,2.0,365.0,0.0,
610116225825717664,City of Los Angeles,Montecito Heights,34.100136,-118.184616,Entire home/apt,222.0,3.0,65.0,2025-08-22,1.78,1.0,350.0,17.0,HSR24-003792
47079231,Other Cities,Temple City,34.10060609441703,-118.05060611864123,Entire home/apt,95.0,30.0,0.0,,0.0,4.0,83.0,0.0,
671316555267352048,City of Los Angeles,East Hollywood,34.08929,-118.29626,Private room,48.0,30.0,7.0,2024-08-31,0.19,5.0,337.0,0.0,
1364745419819317541,City of Los Angeles,Van Nuys,34.17663,-118.44179,Entire home/apt,157.0,30.0,0.0,,0.0,1.0,336.0,0.0,
603634306918862541,Other Cities,Malibu,34.02479,-118.80653,Entire home/apt,177.0,31.0,0.0,,0.0,1.0,365.0,0.0,
827116649003888381,Other Cities,Monterey Park,34.05934,-118.12948,Entire home/apt,108.0,2.0,84.0,2025-08-18,3.08,5.0,334.0,37.0,
910188395579898520,City of Los Angeles,Sherman Oaks,34.169081459779875,-118.4655908199544,Entire home/apt,118.0,31.0,6.0,2025-06-01,0.25,54.0,343.0,3.0,
950928010848620401,Other Cities,West Hollywood,34.08463,-118.38952,Entire home/apt,171.0,1.0,186.0,2025-09-01,8.27,1.0,209.0,110.0,STR23-0069
5551048,Other Cities,Long Beach,33.75814,-118.13079,Entire home/apt,85.0,31.0,231.0,2025-06-03,1.84,3.0,209.0,1.0,Exempt
1434882196741541798,Other Cities,Pasadena,34.147827506880674,-118.13031624759634,Entire home/apt,418.0,7.0,0.0,,0.0,4.0,322.0,0.0,
1185492197765821241,Other Cities,Long Beach,33.8206262,-118.1235663,Entire home/apt,210.0,31.0,4.0,2025-02-11,0.34,1.0,61.0,4.0,
1446026323795116535,Other Cities,Malibu,34.03541,-118.82397,Entire home/apt,360.0,2.0,2.0,2025-08-19,1.28,3.0,363.0,2.0,STR25-0027
1485181136867014977,City of Los Angeles,Mid-City,34.04058,-118.3551,Shared room,8.0,30.0,0.0,,0.0,168.0,179.0,0.0,
