city,model,rmse,mae,r2
LA,LinearRegression,0.7230621668435181,0.5450190925129885,0.37820067584006745
LA,RandomForest,0.6294877202860072,0.46755889530222633,0.5287259852914235
LA,GBT,0.676780138733354,0.4916523939140163,0.4552538378244222
NY,LinearRegression,0.781845132310376,0.5649345155314317,0.5203341080156659
NY,RandomForest,0.7433401312734843,0.5314112561865441,0.5664167218335474
NY,GBT,0.8530671695684655,0.5505296060450838,0.42896356236833655
